OpCo,OpCo Name,Subsidiary,Subsidiary Name,Departure Airport,Departure Airport Name,Departure Country,Departure Country Name,Departure Region,Arrival Airport,Arrival Airport Name,Arrival Country,Arrival Country Name,Arrival Region,Aircraft type,Date,Cabin,Service,# Passengers,# Flights
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,DSS,BLAISE DIAGNE INTERNATIONAL AIRPORT,SN,Senegal,AMESA,A320,2019-07-02,Economy,Non-Premium,196,13
IB,Iberia,IBC,Iberia Airline,DSS,BLAISE DIAGNE INTERNATIONAL AIRPORT,SN,Senegal,AMESA,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,384,10
IB,Iberia,IBC,Iberia Airline,VGO,VIGO AIRPORT,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,582,16
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,897,14
IB,Iberia,IBC,Iberia Airline,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,432,20
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,MXP,MILAN - MALPENSA,IT,Italy,Europe,A320,2019-07-02,Economy,Non-Premium,521,4
IB,Iberia,IBC,Iberia Airline,MXP,MILAN - MALPENSA,IT,Italy,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,723,12
IB,Iberia,IBC,Iberia Airline,LIS,LISBON,PT,Portugal,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,712,11
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,119,8
IB,Iberia,IBC,Iberia Airline,BCN,BARCELONA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,759,7
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BIO,BILBAO,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,238,7
IB,Iberia,IBC,Iberia Airline,BIO,BILBAO,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,782,16
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,593,12
IB,Iberia,IBC,Iberia Airline,BCN,BARCELONA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,173,10
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,SDR,SANTANDER AIRPORT,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,661,7
IB,Iberia,IBC,Iberia Airline,SDR,SANTANDER AIRPORT,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,509,11
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,OVD,ASTURIAS,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,750,18
IB,Iberia,IBC,Iberia Airline,OVD,ASTURIAS,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,301,14
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,LCG,LA CORUNA AIRPORT,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,206,9
IB,Iberia,IBC,Iberia Airline,LCG,LA CORUNA AIRPORT,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,283,5
IB,Iberia,IBC,Iberia Airline,LIN,MILAN-LINATE,IT,Italy,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,998,9
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,RAK,MARRAKECH,MA,Morocco,AMESA,A320,2019-07-02,Economy,Non-Premium,324,13
IB,Iberia,IBC,Iberia Airline,RAK,MARRAKECH,MA,Morocco,AMESA,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,203,6
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BRU,BRUSSELS AIRPORT,BE,Belgium,Europe,A320,2019-07-02,Economy,Non-Premium,484,12
IB,Iberia,IBC,Iberia Airline,BRU,BRUSSELS AIRPORT,BE,Belgium,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,544,8
IB,Iberia,IBC,Iberia Airline,GRU,SAO PAULO - GUARULHOS,BR,Brazil,LATAM,MAD,MADRID,ES,Spain,Europe/Domestic,,2019-07-02,Economy,Non-Premium,290,11
IB,Iberia,IBC,Iberia Airline,LIM,LIMA J CHAVEZ INTL,PE,Peru,LATAM,MAD,MADRID,ES,Spain,Europe/Domestic,,2019-07-02,Economy,Non-Premium,921,9
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,EZE,BUENOS AIRES - MINISTRO PISTAR,AR,Argentina,LATAM,,2019-07-02,Economy,Non-Premium,866,11
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,A340,2019-07-02,Economy,Non-Premium,392,6
IB,Iberia,IBC,Iberia Airline,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A340,2019-07-02,Economy,Non-Premium,476,5
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,GRU,SAO PAULO - GUARULHOS,BR,Brazil,LATAM,A340,2019-07-02,Economy,Non-Premium,130,14
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,LIS,LISBON,PT,Portugal,Europe,A320,2019-07-02,Economy,Non-Premium,224,16
IB,Iberia,IBC,Iberia Airline,LIS,LISBON,PT,Portugal,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,667,10
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,169,12
IB,Iberia,IBC,Iberia Airline,BCN,BARCELONA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,797,14
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,FCO,ROME-FIUMICINO,IT,Italy,Europe,A320,2019-07-02,Economy,Non-Premium,541,9
IB,Iberia,IBC,Iberia Airline,BRU,BRUSSELS AIRPORT,BE,Belgium,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,428,13
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,VCE,VENICE,IT,Italy,Europe,A320,2019-07-02,Economy,Non-Premium,546,19
IB,Iberia,IBC,Iberia Airline,VCE,VENICE,IT,Italy,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,227,8
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,421,10
IB,Iberia,IBC,Iberia Airline,BCN,BARCELONA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,919,10
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,LCG,LA CORUNA AIRPORT,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,735,12
IB,Iberia,IBC,Iberia Airline,OVD,ASTURIAS,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,721,19
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,LIN,MILAN-LINATE,IT,Italy,Europe,A320,2019-07-02,Economy,Non-Premium,744,19
IB,Iberia,IBC,Iberia Airline,LIN,MILAN-LINATE,IT,Italy,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,509,6
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,OPO,PORTO,PT,Portugal,Europe,A320,2019-07-02,Economy,Non-Premium,286,4
IB,Iberia,IBC,Iberia Airline,OPO,PORTO,PT,Portugal,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,605,13
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BRU,BRUSSELS AIRPORT,BE,Belgium,Europe,A320,2019-07-02,Economy,Non-Premium,854,4
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,LIM,LIMA J CHAVEZ INTL,PE,Peru,LATAM,A340,2019-07-02,Economy,Non-Premium,446,10
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,MEX,MEXICO CITY,MX,Mexico,LATAM,,2019-07-02,Economy,Non-Premium,873,8
IB,Iberia,IBC,Iberia Airline,ZRH,ZURICH,CH,Switzerland,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,874,11
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,OSL,OSLO GARDERMOEN,NO,Norway,Europe,A320,2019-07-02,Economy,Non-Premium,519,20
IB,Iberia,IBC,Iberia Airline,OSL,OSLO GARDERMOEN,NO,Norway,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,934,10
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,OPO,PORTO,PT,Portugal,Europe,A320,2019-07-02,Economy,Non-Premium,975,19
IB,Iberia,IBC,Iberia Airline,OPO,PORTO,PT,Portugal,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,658,3
IB,Iberia,IBC,Iberia Airline,EZE,BUENOS AIRES - MINISTRO PISTAR,AR,Argentina,LATAM,MAD,MADRID,ES,Spain,Europe/Domestic,A340,2019-07-02,Economy,Non-Premium,685,6
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,UIO,MARISCAL SUCRE INTERNATIONAL,EC,Ecuador,LATAM,A340,2019-07-02,Economy,Non-Premium,730,14
IB,Iberia,IBC,Iberia Airline,UIO,MARISCAL SUCRE INTERNATIONAL,EC,Ecuador,LATAM,MAD,MADRID,ES,Spain,Europe/Domestic,A340,2019-07-02,Economy,Non-Premium,457,9
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,MEX,MEXICO CITY,MX,Mexico,LATAM,A340,2019-07-02,Economy,Non-Premium,832,4
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,VIE,VIENNA,AT,Austria,Europe,A320,2019-07-02,Economy,Non-Premium,721,19
IB,Iberia,IBC,Iberia Airline,VIE,VIENNA,AT,Austria,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,768,18
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,DME,MOSCOW - DOMODEDEVO,RU,Russia,Europe,A320,2019-07-02,Economy,Non-Premium,291,20
IB,Iberia,IBC,Iberia Airline,DME,MOSCOW - DOMODEDEVO,RU,Russia,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,492,18
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,ZRH,ZURICH,CH,Switzerland,Europe,A320,2019-07-02,Economy,Non-Premium,327,10
IB,Iberia,IBC,Iberia Airline,ZRH,ZURICH,CH,Switzerland,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,818,20
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,VGO,VIGO AIRPORT,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,641,9
IB,Iberia,IBC,Iberia Airline,VGO,VIGO AIRPORT,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,753,6
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,ORY,ORLY-PARIS,FR,France,Europe,A320,2019-07-02,Economy,Non-Premium,855,20
IB,Iberia,IBC,Iberia Airline,LCG,LA CORUNA AIRPORT,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,517,18
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,ORY,ORLY-PARIS,FR,France,Europe,A320,2019-07-02,Economy,Non-Premium,403,3
IB,Iberia,IBC,Iberia Airline,ORY,ORLY-PARIS,FR,France,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,258,11
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,821,2
IB,Iberia,IBC,Iberia Airline,BCN,BARCELONA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,703,16
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,LIN,MILAN-LINATE,IT,Italy,Europe,A320,2019-07-02,Economy,Non-Premium,294,9
BA,British Airways,BA,British Airways,SYD,SYDNEY,AU,Australia,Asia-Pacific,SIN,SINGAPORE,SG,Singapore,Asia-Pacific,777,2019-07-02,Economy Plus,Non-Premium,946,7
BA,British Airways,BA,British Airways,SIN,SINGAPORE,SG,Singapore,Asia-Pacific,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy Plus,Non-Premium,888,18
BA,British Airways,BA,British Airways,HKG,HONG KONG - CHEK LAP KOK,HK,"Hong Kong, China",Asia-Pacific,LHR,LONDON HEATHROW,GB,United Kingdom,Europe/Domestic,777,2019-07-02,Economy Plus,Non-Premium,357,8
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BOG,EL DORADO INTERNATIONAL,CO,Colombia,LATAM,A340,2019-07-02,Economy,Non-Premium,798,3
IB,Iberia,IBC,Iberia Airline,BOG,EL DORADO INTERNATIONAL,CO,Colombia,LATAM,MAD,MADRID,ES,Spain,Europe/Domestic,A340,2019-07-02,Economy,Non-Premium,858,17
IB,Iberia,IBC,Iberia Airline,SCL,SANTIAGO,CL,Chile,LATAM,MAD,MADRID,ES,Spain,Europe/Domestic,A340,2019-07-02,Economy,Non-Premium,289,11
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,SCL,SANTIAGO,CL,Chile,LATAM,A340,2019-07-02,Economy,Non-Premium,265,14
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,909,6
IB,Iberia,IBC,Iberia Airline,BCN,BARCELONA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,363,8
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BIO,BILBAO,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,957,4
IB,Iberia,IBC,Iberia Airline,BIO,BILBAO,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,222,8
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,LIS,LISBON,PT,Portugal,Europe,A320,2019-07-02,Economy,Non-Premium,793,15
IB,Iberia,IBC,Iberia Airline,LIS,LISBON,PT,Portugal,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,719,5
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,VIE,VIENNA,AT,Austria,Europe,A320,2019-07-02,Economy,Non-Premium,404,11
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,TLV,TEL AVIV,IL,Israel,AMESA,A330,2019-07-02,Economy,Non-Premium,280,6
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,MIA,MIAMI,US,United States,US + CA,A330,2019-07-02,Economy,Non-Premium,208,6
IB,Iberia,IBC,Iberia Airline,BIO,BILBAO,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,772,10
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,384,15
IB,Iberia,IBC,Iberia Airline,BCN,BARCELONA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,520,18
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,ORY,ORLY-PARIS,FR,France,Europe,A320,2019-07-02,Economy,Non-Premium,437,9
IB,Iberia,IBC,Iberia Airline,ORY,ORLY-PARIS,FR,France,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,905,13
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,792,8
IB,Iberia,IBC,Iberia Airline,MIA,MIAMI,US,United States,US + CA,MAD,MADRID,ES,Spain,Europe/Domestic,A330,2019-07-02,Economy,Non-Premium,540,2
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,HAV,HAVANA,CU,Cuba,Caribbean,A330,2019-07-02,Economy,Non-Premium,469,12
IB,Iberia,IBC,Iberia Airline,DUS,DUSSELDORF,DE,Germany,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,883,20
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,DBV,DUBROVNIK,HR,Croatia,Europe,A320,2019-07-02,Economy,Non-Premium,438,4
IB,Iberia,IBC,Iberia Airline,DBV,DUBROVNIK,HR,Croatia,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,460,9
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,STR,STUTTGART,DE,Germany,Europe,A320,2019-07-02,Economy,Non-Premium,571,13
IB,Iberia,IBC,Iberia Airline,STR,STUTTGART,DE,Germany,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,379,15
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,PTY,TOCUMEN INTERNATIONAL,PA,Panama,LATAM,A330,2019-07-02,Economy,Non-Premium,470,8
IB,Iberia,IBC,Iberia Airline,PTY,TOCUMEN INTERNATIONAL,PA,Panama,LATAM,MAD,MADRID,ES,Spain,Europe/Domestic,A330,2019-07-02,Economy,Non-Premium,351,11
IB,Iberia,IBC,Iberia Airline,BCN,BARCELONA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,268,3
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,161,12
IB,Iberia,IBC,Iberia Airline,BCN,BARCELONA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,721,5
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,820,10
IB,Iberia,IBC,Iberia Airline,BCN,BARCELONA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,124,19
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BCN,BARCELONA,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,397,14
IB,Iberia,IBC,Iberia Airline,BCN,BARCELONA,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,719,9
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,LIS,LISBON,PT,Portugal,Europe,A320,2019-07-02,Economy,Non-Premium,603,15
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,GIG,GALEAO-A.C JOBIM INTERNATIONAL,BR,Brazil,LATAM,A330,2019-07-02,Economy,Non-Premium,952,15
IB,Iberia,IBC,Iberia Airline,GIG,GALEAO-A.C JOBIM INTERNATIONAL,BR,Brazil,LATAM,MAD,MADRID,ES,Spain,Europe/Domestic,A330,2019-07-02,Economy,Non-Premium,205,14
IB,Iberia,IBC,Iberia Airline,HAV,HAVANA,CU,Cuba,Caribbean,MAD,MADRID,ES,Spain,Europe/Domestic,A330,2019-07-02,Economy,Non-Premium,203,10
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,JNB,JOHANNESBURG INTERNATIONAL,ZA,South Africa,AMESA,A330,2019-07-02,Economy,Non-Premium,582,18
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,BOS,BOSTON EDWARD L LOGAN INTERNATIONAL,US,United States,US + CA,A330,2019-07-02,Economy,Non-Premium,413,3
IB,Iberia,IBC,Iberia Airline,BOS,BOSTON EDWARD L LOGAN INTERNATIONAL,US,United States,US + CA,MAD,MADRID,ES,Spain,Europe/Domestic,A330,2019-07-02,Economy,Non-Premium,878,9
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,MIA,MIAMI,US,United States,US + CA,A330,2019-07-02,Economy,Non-Premium,603,7
IB,Iberia,IBC,Iberia Airline,MIA,MIAMI,US,United States,US + CA,MAD,MADRID,ES,Spain,Europe/Domestic,A330,2019-07-02,Economy,Non-Premium,630,15
IB,Iberia,IBC,Iberia Airline,VCE,VENICE,IT,Italy,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,638,11
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,ARN,STOCKHOLM-ARLANDA,SE,Sweden,Europe,A320,2019-07-02,Economy,Non-Premium,173,8
IB,Iberia,IBC,Iberia Airline,ARN,STOCKHOLM-ARLANDA,SE,Sweden,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,361,14
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,VGO,VIGO AIRPORT,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,214,6
IB,Iberia,IBC,Iberia Airline,VGO,VIGO AIRPORT,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,538,17
IB,Iberia,IBC,Iberia Airline,ORY,ORLY-PARIS,FR,France,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,476,14
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,ATH,ATHENS,GR,Greece,Europe,A320,2019-07-02,Economy,Non-Premium,490,6
IB,Iberia,IBC,Iberia Airline,ATH,ATHENS,GR,Greece,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Economy,Non-Premium,703,15
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,GVA,GENEVA,CH,Switzerland,Europe,A320,2019-07-02,Economy,Non-Premium,150,8
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,MUC,MUNICH,DE,Germany,Europe,,2019-07-02,Business,Premium,746,6
IB,Iberia,IBC,Iberia Airline,MUC,MUNICH,DE,Germany,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,,2019-07-02,Business,Premium,700,2
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,SDR,SANTANDER AIRPORT,ES,Spain,Europe/Domestic,,2019-07-02,Business,Premium,811,6
IB,Iberia,IBC,Iberia Airline,SDR,SANTANDER AIRPORT,ES,Spain,Europe/Domestic,MAD,MADRID,ES,Spain,Europe/Domestic,,2019-07-02,Business,Premium,659,15
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,MUC,MUNICH,DE,Germany,Europe,,2019-07-02,Business,Premium,332,19
IB,Iberia,IBC,Iberia Airline,MUC,MUNICH,DE,Germany,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Business,Premium,389,4
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,ORY,ORLY-PARIS,FR,France,Europe,A320,2019-07-02,Business,Premium,509,18
IB,Iberia,IBC,Iberia Airline,ORY,ORLY-PARIS,FR,France,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Business,Premium,304,2
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,FLR,FLORENCE,IT,Italy,Europe,A320,2019-07-02,Business,Premium,614,16
IB,Iberia,IBC,Iberia Airline,FLR,FLORENCE,IT,Italy,Europe,MAD,MADRID,ES,Spain,Europe/Domestic,A320,2019-07-02,Business,Premium,162,17
IB,Iberia,IBC,Iberia Airline,NRT,TOKYO NARITA,JP,Japan,Asia-Pacific,MAD,MADRID,ES,Spain,Europe/Domestic,,2019-07-02,Business,Premium,462,16
IB,Iberia,IBC,Iberia Airline,MAD,MADRID,ES,Spain,Europe/Domestic,LAX,LOS ANGELES,US,United States,US + CA,,2019-07-02,Business,Premium,257,10
